comment_id,author,publish_timestamp,score,tactic,label,text
UgyZGPnEmoYF19EweC14AaABAg,@Milca_11,1744876192000,0.934000586,,HAM,"People keep talking about the battery but joe aboht this, have some hold contact pads (power and data) so people can make additional batteries like how iphones have magsafe, but this one would be safer"
UgwCCbOva7ABLyj130Z4AaABAg.A5dgtP4GlA2A5dh8drljT1,@jimmybusiku6710,1720469966000,0.9273882722,,HAM,My bad. Just my opinion.
UgzKwwTJiZcaIoHYvjt4AaABAg.A5dCO9Jr3z9A5dhFs5eZb3,@nickhomer40,1720470025000,0.9242429105,,HAM,@UnjammeredLamb My $200 Huawei from 2016 has NFC and I still use it every day. Virtually every phone made in the last 10 years has it.
Ugws_eP56FRyBavPnhZ4AaABAg,@ulize.,1720481811000,0.9218201406,,HAM,6:21 dude thats just stock android. how are you sucking this up when you absolutely destroyed the rabbit. this is a gimmick disguised for you to pay $200 for a phone thats worse than other $200 options
UgyyOMifxhzU3C3NuPh4AaABAg.A5dCUxVbzE4A5dKTlYyab0,@suobset,1720457556000,0.9194866376,,HAM,"@pocketlint82 Hmm, good point. Idk about the Pixel side of things, but on iOS it’s double click lock button, it automatically FaceIDs you, and then you can tap to pay. Funnily taking my card out of my wallet will actually take longer."
UgxTXsIGZjkJTNmWQ-J4AaABAg.A5dBNW3qllXA5dKCBTyiDZ,@BDnevernind,1720457412000,0.9156434208,,HAM,"@OldManYellsAtClouds Hey I'm really sorry to have insulted you that wasn't my point. I actually figured you'd opt for the nuanced take rather than the binary view. You really just trust any reviewer as immune to bias or critique? Sorry I truly expected you were trying to say otherwise and the ""you"" wasn't meant to be you personally, it was meant to be anyone who fully trusts any reviewer. I'm still having a hard time believing you think this or any other reviewer is above reproach, but to each their own for sure, no slag intended. You have a good day as well."
UgxOqdbvPbM6wS4O5d14AaABAg.A5dD6rdNF2gA5dVK_tvO0H,@RizwanMujawar,1720463248000,0.9138619384,,HAM,"@Ahwleung. Tony Fadell, Casey Neistat, Kevin Lin and Steve Huffman have all invested in this company. And am sure if MKBHD has invested he would have made a whole video about it."
UgwUSa66fGsT-2Q9o3V4AaABAg,@wirbelwind5309,1725392785000,0.9137091942,,HAM,"Sorry to say. I bought the phone, buds pro 2 and the watch to have a set. The watch software is not quite good, but OK in later versions maybe they fix the issues. The buds pro 2 were horrible. Due to the noise cancellation the right bud makes waterfall noises what caused headache. The contact to the support is really hard, they always want so much informations like serial number, version, order number and so on and so forth. With many struggle and 8 to 9 mails they wanted to send me and exchange label which is not working, so I gave up trying to get help from nothing. 

Now I know why the company name is nothing. I would recommend no-one to buy phones or any other devices."
Ugxfzppka9EqK6FwPtF4AaABAg,@tnaxpw,1720460112000,0.9105301835,SCAM_ADULT,HAM,"Lack of OIS and NFC kills this phone at it's price point. You can get Moto G54 Power Edition for the same/lower price with all of them, or even grab something like G84 or G34 with Snap 695 or w/e is in there."
Ugw3J6S9IiMudE5qlD94AaABAg.A5dAmVcAGF7A5eBfr9JtUq,@RocketFallout,1720486499000,0.9084112456,,HAM,"@mkbhdthere’s at least a good reason for the Tycan GT not having back seats. It’s a delete option, you can still store stuff back there. You know how awesome it is to do a track day, be able to store 4 tires, racing gear, and just drive your track car to the track? I’m guessing not because you wouldn’t complain if you did. 
Not being able to swap a battery without tools is more akin to having doors on your family car but requiring wrenches to open them"
UgzKwwTJiZcaIoHYvjt4AaABAg.A5dCO9Jr3z9A5dJ8nsgh32,@PSYCHOV3N0M,1720456860000,0.9060171167,,HAM,"@UnjammeredLambThere are older flagship phones that you can buy for $200 Refurbished and they have NFC.

You have zero argument. 🤣🤣🤣"
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA5dECDfuqQj,@bletwort2920,1720454267000,0.9057199148,,HAM,That and the lack of NFC are the only complaints. Which only goes to show how good this phone is for just $200. The lack of NFC is not an issue in Asia because nobody uses NFC
UgycpUefyw1CQTaKLeV4AaABAg,@zan1971,1720459781000,0.902593881,,HAM,This is so much of a better review than Arun from Whose the boss. I was worried that all the big tech YouTubers will have been bought out for brand advertising and we'll be getting hyper positive reviews with no drawbacks. I mean Arun didn't even dare to mention that there's no charger in the box. But you still made a solid review of the phone. I use a Nothing Phone 2a so I will be interested in comparing the performance. Because my phone is also $250 just like this one.
UgzKwwTJiZcaIoHYvjt4AaABAg.A5dCO9Jr3z9A5dJdKH9_1i,@BDnevernind,1720457118000,0.89828862,,HAM,"@PSYCHOV3N0M I was thinking this too because even if it were most places, it certainly isn't everywhere.

But I also think it's very different kind of people who would use tap to pay OR cards for all transactions vs those of us who mostly use cash and don't want 50 corporations in on or even knowing about every purchase we make, which is probably the same people who would turn off NFC on their phones. I worked in a building that had NFC security and I opted for the ID card version and kept it in a faraday sleeve because it openly identified where I worked while I was riding the subway. Different worldviews, I imagine."
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA5huWxKiU7X,@Panamri,1720611199000,0.8928359426,,HAM,"@bletwort2920lol bro make an assumption for whole Asia just because your place didn't utilize it?  Lol here we use it a lot in everyday cases,  no nfc is huge deal breaker for me in this country (Malaysia)"
Ugx4YeidWEs_1Y3vtTh4AaABAg,@BrendanBrown1,1720456548000,0.8919509109,,HAM,"I've got a feeling that this is gonna be peak nothing phone looking back in the a couple of years. Knowing how smartphone companies end up jacking up their prices to compete in higher tier markets, nothing might go the Oneplus route. This phone being $200 and not really showing its price until you feature-peak is pretty amazing. Seems like it cut corners exactly where most people don't really care about."
UgyyJkuKYcoKYWvRQYp4AaABAg,@ChristofferLarson-m5b,1720512724000,0.8891461209,,HAM,"the lack of NFC would honestly make my day to day life a nightmare. I was in Singapore for a week and yes, I can use an actual physical credit card to use the MTR…but I prefer to just use my phone wallet for it. In my country, to use banking, you need to make a bank id, which you need to scan the document using NFC. This phone is an interesting, but it isn’t for me (and for anybody who lives in the nordics I am willing to bet). So I doubt they will even sell it here since it is marketed towards India."
UgxOqdbvPbM6wS4O5d14AaABAg.A5dD6rdNF2gA5dUxcZLaqZ,@RizwanMujawar,1720463052000,0.8862772381,,HAM,"I just made this up completely, I was being sarcastic."
UgyYIEjby3Rp2IndvSB4AaABAg.A5dATHYNsVuA5fQnECr04L,@toututu2993,1720527979000,0.8855641618,,HAM,"@verygoodfreelancer Is for someone who doesn't want to pay more than $200 for a device that they knew they only use it for email checking, casual youtube watchimg, facebook and authenticator."
Ugw8BVXfhUjN9hGWiyt4AaABAg,@MatthewSemones,1720479131000,0.8833598978,,HAM,"so $250 is a ""budget"" phone now... for families that literally live paycheck to paycheck I don't find this to be a budget option. the cases (3 available) are $30 for plastic. just a piece of plastic, no moving parts for a ""budget"" phone is $30. there is clearly a divide in the world between people with and people without. $250 is quite a bit of money for families in the ""budget"" realm of income. if mom and dad both need a phone we are looking at $500. show me a ""budget"" family that has $500 disposable income for a phone. considering the construction and stats I feel this phone is grossly overpriced for what you get."
Ugw9A6Z3ofQHhAzp6ep4AaABAg,@PlaydohRobot,1720454957000,0.8823934395,,HAM,"Samsung A15 with a launcher app and case/cover for $160 can do everything CMF does.  I'm baffled at these reviewers praising this 'modular' phone when it isn't modular at all. Instead of sliding it in to a case to customize you have to unscrew and detach things? Cool. Everything this does can be done with a $20 case with no screws. Except the no NFC part, I'm not sure the A15 can lose that feature and add $50 to its price with a case. Enjoy your Pontiac Aztec of phones"
UgzmeMKgh41k7FWyqzd4AaABAg.A5eV162NBZmA5foK7eWds_,@JostiTosti730,1720540839000,0.8817650073,,HAM,"no phone ever has a headphone jack or charger in the box these days. the camera is actually pretty good for the price. yes the water resistance is not good, but you can use it in the rain. also the micro sd card slot is amazing. i think right now the removable back is just a gimmick, but later on a lot of good accesories will be made for it. also dont forget its only $200"
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA5dCrYt64OZ,@mike_od_,1720453565000,0.8783436893,,HAM,"@TheRockstar398 me! I had the LG V20 years ago and being able to swap the battery and never plug in my phone was incredible. The rest of the the CMF Phone 1 is great value for $200, but to be able to swap battery's easily and extend the life of the phone would make it the best budget phone by a mile."
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA5gobJOCxQ8,@TheDeathmail,1720574543000,0.8744918946,,HAM,@AponTechy This is way cheaper and done by a smaller company..... and it uses cheaper materials...
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA67iykYAtmZ,@tdfbbfhk786d,1721511113000,0.8743567874,,HAM,"@GuyWhoCooks No, you just make the battery with built in rubber flap/gasket around the edges. Battery contacts, memory card and SIM slot are hidden under the battery. Then the plastic cover maintains the pressure on the gasket and you can swim with the thing. Ericsson R310s did exactly this. It is easy to implement and I'm disappointed they didn't do it. If you really want to be sure you can add some screws and/or bracket holding battery."
UgzcNIHYyxwNcbK8cRZ4AaABAg,@tryzmotrippin5481,1720519346000,0.8737376722,,HAM,"it's so stupid to have a removableback on your phone but you cannot remove the battery and you literally sacrificed water proofing and dust proofing for that. Also, Nothing's ceo always believed in having symmetrical bezels. Guess, he forgot about it with this one."
UgzKwwTJiZcaIoHYvjt4AaABAg.A5dCO9Jr3z9A61x0FDHCVr,@yaboicreed65,1721317147000,0.8720714562,,HAM,"@TimberWulfIsHereget the wallet back accessory and put a tap to pay card in it, solved"
Ugx_DslN4yx-nMcvQFl4AaABAg.A5tVloVS4bEAKMt_uAcKxC,@blazorb5907,1752084764000,0.8715777984,,HAM,"@Katsuragi  my 3t was my favourite. My op6 has call issues rn,. Idk what to do. I don't want new phone. The 4g is broken / weird."
UgxVqYfXjxjI2yRTusd4AaABAg.A5di50PbWEFA5diiTOtoP8,@efox4028,1720470792000,0.8714093152,,HAM,"I think it has something to do with crypto. My best guess is that some crypto bro launched a coin and along side it a major bot campaign. Mrwhosetheboss had the same spam comments. Edit: I found the main website page. It is definitely a crypto launch. Looks like yet another shitcoin, the contacts page of the coin just sends you to an ai chatbot with no real people to put the coin to."
Ugx9EuYA1x8kdrECVmV4AaABAg,@ChristopherLono,1720457365000,0.8705689914,,HAM,"Knob reminds me of the old iPod Touch loop. Only this is better and CMF had a good idea. 
Makes sense if it's $199 for the phone + $29 a new back + $19 kickstand. At least it helps to differentiate this device from other budget models. If it was more pocket friendly with a 6.1"" inch display it would be even better, it would fit well in their lineup with Nothing (3) 6.7” for $499 & Nothing (3a) 6.6” for $349."
UgzDKMo7VFZ-aUhwxTd4AaABAg,@kiandronootto,1742191545000,0.8697148047,,HAM,You can get one for about $130-$150 now. Incredible value for what it offers to be honest.
UgwhcOocj_gPj0287l14AaABAg,@iamsansun,1722342352000,0.869579967,,HAM,0:53 I just got this device (used for less than a month) for $143. Configuration is 6+128.😊
UgzQ6OToU6w0X2BTsgN4AaABAg.A5dAvGC5FzXA5f7FAYBFcp,@mathurp6889,1720517730000,0.8674624834,,HAM,"@turbochargedfilms Yeah and this phone is meant for Indian market primarily, where there are no requirements on phones to not have swappable battery.
If they gave the option to swap batteries in this phone, sales would have exploded in the Indian market, probably globally. Heck, I would have thrown away my phone and bought it."
UgzZK0Cy6uwKBQHWlAZ4AaABAg.A5fJPHHqQOcA8gtoOpLE3K,@astrowantsleep,1727019722000,0.8674045341,,HAM,"@Gdsamplify for someone whose bio says “spreading awareness about AIDS and Autism”  you probably don’t know much about autism. I got the joke, I was just trying to be helpful."
UgzQDA7M8ZvordYQTaJ4AaABAg,@siddharthlohochab8029,1720495558000,0.867225739,,HAM,This guy is a corporate shill
UgwpzxsBE4aiaIvekbx4AaABAg,@TheJensss,1720524731000,0.8664520515,,HAM,"People don't care about back covers since you can buy a cover for a regular phone and get the same functionality... 

We want a easily upgradable and repairable phone with ""flagship killer"" specifications at $300-600."
UgzZK0Cy6uwKBQHWlAZ4AaABAg.A5fJPHHqQOcA5mW08YRGp_,@ninja4O5,1720765595000,0.8645531907,,HAM,I didn't get the M and F in this. Can som explain
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA5dTebywFHl,@BDnevernind,1720462372000,0.8643115966,,HAM,"@pkennethv Ha ok um why are you telling me this I didn't use that term the OP did. I just want swappable back and forth, obviously need to shut the device down. I didn't think anyone in this convo meant technically hot swappable that would require two batteries."
Ugzuj1BqS8vwUqf0ed94AaABAg,@riden30,1720472068000,0.8627811779,,HAM,"Not gonna lie, for $200, and having the ability to attach a lanyard, I’d buy this unlocked and just use it as a smart home remote"
Ugx4D_bhxuWC36gUAV54AaABAg,@SeanehKelleh,1720837256000,0.8622253704,,HAM,"No NFC is sort of a deal breaker for me, was actually really considering buying this to replace mt A52S as its just gotten really slow but I live in Europe, I use my google wallet to pay for literally everything. I used my phone and tapped to pay for my car ffs. Not being able to tap to pay is a deal breaker."
UgwvLOVUIKqPin9lXf54AaABAg,@YokoJammy,1720806108000,0.8617772851,,HAM,This was disappointing.
UgxPDPsn7m5d0YCN3VN4AaABAg,@4K420hz,1731970342000,0.8605640503,,HAM,"From a iPhone pro Max user:  Saw this phone on sale a few weekends ago nd grabbed one out of curiosity.  Can't recall when I had a device this feature rich at such a low price in the last 25 years.   If they make a tablet, I would buy it from Nothing without a heartbeat.

To my surprise I was expecting it to be laggy with a crap screen and bloatware galore.  Was I wrong.

This phone is more than good enough and I usually get the latest and greatest for tech and always turned my nose to any brand I'm not familiar with.

Comes with factory screen protector and feels like but premium in hand.

It is roughly a tenth of the price (almost) to my iPhone 14 pro Max and I am super impressed.  

Sure I have less capacity but I have all my photos and videos on the cloud so storage is rarely an issue.

The camera is not bad as well but obviously not equal to the flag ship phones.

Can't confirm the battery life as I don't use this phoneas a daily driver  due to lack of NFC.  Would have paid more for this phone if it had NFC support.

Aside from the NFC omission, this phone has decent speed with no UI lag, 5G support, great AMOLED screen.  Tick tick tick but no NFC and only single speaker down the bottom right so it gets muted wirh your hand easily."
UgyZmhFVDFuxPIaB4Dt4AaABAg,@Luis-gy2ir,1720457643000,0.8538127449,,HAM,"My dad: “working on my truck”
Me: working on my CMF"
UgxOqdbvPbM6wS4O5d14AaABAg.A5dD6rdNF2gA5dJmJ7hW8K,@TacticalCoffeeDrinker-tn7ks,1720457192000,0.8536450732,,HAM,"@RizwanMujawar ""My source is that I made it the hell up"""
UgxzEUlxKf4r5WQBA9J4AaABAg,@beaujpatt,1720619859000,0.8484187076,,HAM,"If anyone else spotted the cool looking voice recorder at 2:05, ill save you the disappointment..........it sells for $1500 USD.............Yes, really."
Ugw3J6S9IiMudE5qlD94AaABAg.A5dAmVcAGF7A5dKmOBFjRg,@EnjoyurbleEdits,1720457717000,0.8478459242,,HAM,"@Fernando-ek8jp Honestly, I think there's a Motorola and a few others that have the same rating and I don't THINK there are any that budget that are higher. I think at about the 300 range is when the ratings start to come in for new, but keep in mind you can get used phones with higher ratings in that range as well. I'd probably get a used Pixel 6A or new during a super sale or something similar before this. 

Maybe if I actually see this phone I'd trust it more, but considering the case is basically ""screwed"" on I'd personally trust it less than budget phones I've used in the past. It's a nice gimmick. I guess you could argue being able to replace the covers is ""better"" but considering how cheaply you can buy solid phone cases the ability to switch covers feels pointless to me. Like if the battery was removeable and I could buy a sturdy cover with more protection I'd be interested. 

But that's just me. It's fine, but I've been looking at getting a cheap phone and it's not something I'd personally be interested in."
Ugw3J6S9IiMudE5qlD94AaABAg.A5dAmVcAGF7A6Bz1xzWb75,@tdfbbfhk786d,1721653754000,0.8474894897,,HAM,"@Davesaintgold A typical fanboy, hurt in his feelings. We are talking about this particular phone. It is this phone that missed a golden opportunity of having removable battery. I merely pointed out that it was perfectly doable. My Ericsson was way cheaper and stil had removable battery. While it is true that other manufacturers are the same or worse is not an argument in a today's discusion. I was considering buying this phone, not the others that you mentioned."
UgzB36U2bq-v7eiyu-54AaABAg,@zilog1,1720468802000,0.8451569784,,HAM,This makes me want to ditch my sonim xp10. Almost...
UgwTaHTQ4OTPLGX1Cyp4AaABAg,@desireco,1720453669000,0.8420545097,,HAM,"That is the best phone that was released in long time. Apple if they did it, you all would be drooling and lining up to buy. MKB looks awesome just walking in with it. Also... $200 is realistic price for a phone, craziness of $1500 or $1800 phones is just unreal."
Ugw3J6S9IiMudE5qlD94AaABAg.A5dAmVcAGF7A6MWo5dC8qF,@NochSoEinKaddiFan,1722007526000,0.8418569574,,HAM,"@Davesaintgold Insulting someones intelligence is not the smartest move. It shows you have no arguments and reflects poorly on you. BESIDES that, if you are a person that can only afford a 200$ phone, which many people in the developing world will fall under if they can afford it at all, are even more reliant on repairability because the save the money of repurchasing or repair fees. I bring that up because it was mentioned that this device is probably targeted and markets like India"
UgzmqPOTtW3qfK7sU294AaABAg,@zachcarmichael699,1720547354000,0.840476106,,HAM,"Take away the removable back, put in an NFC chip, and suddenly this could easily be a daily driver for 90% of people. What's most impressive is that for $330 USD, you're getting this phone + their Buds Pro 2, plus their Watch Pro 2. Insane value."
Ugy_-Ve3D1Eywcs0Ma14AaABAg,@fromhimarswithlove,1721261628000,0.8398482291,,HAM,"People, please! don’t forget! To soon!! Keep reminding him what he’s lost in terms of respect and influence!!. He’s using bots for fkus sake!! flooding the comment sections with so similar compliments it’s ridiculous… And  all of his latest videos? Cute little relatable posts, and he’s even begun to “personally “ respond to some of the comments…. To the lucky few who got an answer, I wouldn’t cheer too loud… I’ll bet you 10K it’s not even MB writing to you in person, but one of his staff😂😅🤣💩🖕🖕"
UgzWMj9veimEfc35W0t4AaABAg,@editer_ritesh_007,1720512145000,0.8385102694,,HAM,I read this book yesterday called Secret Pathway To Triumph and man i have to say it opened my eyes when it comes to making money. Check it out!!
UgzzpMv9sgynJ6onU194AaABAg,@impulsesystems,1720459347000,0.8371756421,,HAM,"If you live in an area with street crime, this would be a good backup EDC phone. Steal my $200 phone; not my $1000 phone."
UgzKwwTJiZcaIoHYvjt4AaABAg.A5dCO9Jr3z9A5dlI7fXTDO,@DanVibesTV,1720472141000,0.8368171158,,HAM,"@pooroldpedro you know that cards are also tap-to-pay right? I have it activated on my phone as well, but I hardly use it, because by the time I got the phone out of my pocket, unlock it, and tap, and hope that the payment app doesn't take forever to load, I have already tapped my card 5 times faster... I guess that's also why they have that card holder accessory, to make up for the missing NFC."
UgzxcfoO9zaAEOECmQx4AaABAg,@christianjensen3494,1725055885000,0.8367113759,,HAM,I was gonna replace my Oneplus Nord CE 2 with this one and then I realized there is no NFC. That's mesmerizing that they missed that. Who will buy this now?
Ugw80YTbcOrPU5qV03h4AaABAg,@blankspace0000,1720466642000,0.8365561625,,HAM,"Definitely in the gimmick category. If there were more accessories then maybe it wouldn't be but three options one of which being a freaking lanyard it is 100% a gimmick 😂

This is the kind of thing i would genuinely have payed like $100 extra for if there were a plethora of useful accessories."
Ugy13W_Z3KS0ZRWlE-R4AaABAg,@YashAtishay,1720457467000,0.8358946798,,HAM,"to be honest I would have bought this phone in a heart beat if the batter y was user removable but since it isn't, I don't get it, why is the back cover removable? So that when you are out and it starts raining (I live in Mumbai, it rains like crazy here for pretty much 3 months straight) my phone would die and I will need to get a new one. Good job Nothing, slow claps! God this company is just making shit after shit, literally not a single decent product, I think they are really desperate to make their space in the market but the market is already saturated and there is literally nothing that users are asking and is practical but isn't being offered by some company already"
UgyPeGViJF5OAp8F-s54AaABAg.A5dgVYjlo_vA5eHMC4FME8,@lucke839,1720489476000,0.8355178166,,HAM,@kart182is cryptobot? but do you see it says thing he said in the video lol it is so fricked up the bots right now
Ugy1sICD0-tUT85GytB4AaABAg.A5dMxJBuJDxA5dP_usmVW4,@deathab0ve,1720460236000,0.835207283,,HAM,"The only complaints from me are simple, the water resistance must go up, even more battery, and NFC would be nice. 

I think the phone is amazing looking btw, Marques short of took a shot at the looks "" squinting back at it, it doesn't look bad; for a $200 phone."" and this is just wrong imo. I think it looks better than 90% of phones on the market, price not a factor. I love the screws and colors."
UgxPFyRuSa8jxTft-V54AaABAg,@phoenixdzk,1720453217000,0.833003937,,HAM,The Lumia series did this for a while and before that in the early 2000s we just exchanged the back covers of old Nokias with our buddies. Wouldn't call it modular really
UgzQ6OToU6w0X2BTsgN4AaABAg.A5dAvGC5FzXA5dEJX32jhW,@turbochargedfilms,1720454327000,0.8319292182,,HAM,"@username9774 What about all the current phones that do indeed have easily removable batteries, like Fairphone? Also, why NSA when Nothing is based in the UK, wouldn't it be MI5? If you're going to be the kind of conspiratorial nut who refuses to see the plain and obvious things in this world actually leading people to systemizing nefariously like with mass surveillance and erosion of consumer rights, then why not at least get your 3-character-agency names straight?"
Ugz8xWzdpVx_HQK78uB4AaABAg,@MrOrtmeier,1720469909000,0.8309172855,,HAM,"I see what they are doing and it's great. It's nice to see something new and also useful. 

However lack of NFC is a real breaker for many people. I don't know about you but I don't carry a wallet anymore because I use my phone to pay everywhere. 

I have a magnetic wallet for the back of my phone and it only contains my driver's licence. If it was legal to leave it at home I would. 

They REALLY ought to try add NFC before they start shipping."
UgzKwwTJiZcaIoHYvjt4AaABAg.A5dCO9Jr3z9A5v-YRFpC6o,@GoldenJar,1721050564000,0.8306367477,,HAM,"@kucingsuci in Asian countries, besides NFC we also have the option to pay by scanning QR codes with mobile banking apps. I believe India mainly uses the QR code scanning method for cashless payment. In Singapore, we can pay in-store using both NFC and QR codes, but for public transports using NFC only. Hence NFC is still my preferred choice 😁"
Ugx4qsreCqdhLXL7pbR4AaABAg.A5dAPedtG5FA5ejOeS-Hac,@HyperVanilo,1720504700000,0.8303508336,,HAM,@luky9_ And yet you and the others replied to him
Ugz1XX4xAaG6G3W3eAd4AaABAg,@alex_oiman,1720513244000,0.8290562877,,HAM,if it had a 3.5 jack and nfc i woulda bought this
UgwTHt3nVYEdxd9nJX54AaABAg,@ExplorewithSvetlin,1720610716000,0.8286018592,,HAM,"My love, I will be late with 30 mins, just changing the back of my phone to match my shirt"
Ugz7XVIGBLcoCNTItE54AaABAg,@Xx_golu_2249,1720469953000,0.8263790379,,SCAM_CRYPTO,"That is the best phone that was released in long time. Apple if they did it, you all would be drooling and lining up to buy. MKB looks awesome just walking in with it. Also... $200 is realistic price for a phone, craziness of $1500 or $1800 phones is just unreal. with XAI80T we can grow something for real, don't overlook that"
UgzL-AePf2KG6tcg7mB4AaABAg,@Karthig1987,1720463910000,0.825985174,,HAM,Sorry but it's a joke and/or gimmick. How do you sit there and call this not a gimmick?
